kelas,durasi_menit,transit,bagasi_kg,cabin_baggage_kg,meal,entertainment,usb,power,seat_pitch_inch,refundable,reschedulable,visa_required,wifi_status,selisih_hari,hari_penerbangan,jarak_km,is_transit,jumlah_fasilitas,harga_idr_log,bandara_asal_CGK,bandara_asal_DPS,bandara_asal_HAN,bandara_asal_HLP,bandara_asal_KNO,bandara_asal_KUL,bandara_asal_PDG,bandara_asal_PKU,bandara_asal_PLM,bandara_asal_PNK,bandara_asal_SGN,bandara_asal_SIN,bandara_asal_SUB,bandara_asal_SZB,bandara_asal_UPG,bandara_asal_XSP,bandara_tujuan_BPN,bandara_tujuan_BTH,bandara_tujuan_CGK,bandara_tujuan_DAD,bandara_tujuan_DPS,bandara_tujuan_HAN,bandara_tujuan_HLP,bandara_tujuan_HUI,bandara_tujuan_JHB,bandara_tujuan_KNO,bandara_tujuan_KUL,bandara_tujuan_LOP,bandara_tujuan_PDG,bandara_tujuan_PEN,bandara_tujuan_PGK,bandara_tujuan_PKU,bandara_tujuan_PLM,bandara_tujuan_PNK,bandara_tujuan_PQC,bandara_tujuan_PXU,bandara_tujuan_SGN,bandara_tujuan_SIN,bandara_tujuan_SUB,bandara_tujuan_SZB,bandara_tujuan_TJQ,bandara_tujuan_TKG,bandara_tujuan_UPG,bandara_tujuan_VII,bandara_tujuan_YIA,model_pesawat_Airbus A320,model_pesawat_Airbus A330,model_pesawat_Airbus A350,model_pesawat_Boeing 737,model_pesawat_Boeing 777,model_pesawat_Boeing 787,model_pesawat_Bombardier CR1000,model_pesawat_C909,model_pesawat_Embraer E195,model_pesawat_Unknown,seat_layout_1-2-2,seat_layout_2-2,seat_layout_2-2-2,seat_layout_2-3,seat_layout_2-3-2,seat_layout_2-4-2,seat_layout_3-3,seat_layout_3-3-3,seat_layout_3-4-3,seat_layout_Unknown,seat_type_ANGLE_FLAT_SEAT,seat_type_BELOW_AVERAGE_LEGROOM,seat_type_CRADLE_RECLINER,seat_type_FULL_FLAT_POD,seat_type_FULL_FLAT_SEAT,seat_type_PRIVATE_SUITE,seat_type_RECLINER_SEAT,seat_type_STANDARD_LEGROOM,seat_type_Unknown,maskapai_final_9G,maskapai_final_AK,maskapai_final_CI,maskapai_final_FY,maskapai_final_GA,maskapai_final_ID,maskapai_final_IN,maskapai_final_IP,maskapai_final_IU,maskapai_final_IW,maskapai_final_JT,maskapai_final_KL,maskapai_final_MH,maskapai_final_MU,maskapai_final_OD,maskapai_final_QG,maskapai_final_QH,maskapai_final_QZ,maskapai_final_SJ,maskapai_final_SQ,maskapai_final_TK,maskapai_final_TR,maskapai_final_VJ,maskapai_final_VN,maskapai_final_VU,waktu_berangkat_kategori_EARLY_MORNING,waktu_berangkat_kategori_EVENING,waktu_berangkat_kategori_MORNING,waktu_tiba_kategori_EARLY_MORNING,waktu_tiba_kategori_EVENING,waktu_tiba_kategori_MORNING
0,1015,1,0,7,0,1,1,0,32.0,0,0,0,0,1,3,1387.7631624242847,1,2,14.904816341812085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1075,2,0,7,0,1,1,0,32.0,0,0,0,0,1,3,1387.7631624242847,1,2,15.500074495588771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1075,2,0,7,0,1,1,0,32.0,0,0,0,0,1,3,1387.7631624242847,1,2,15.523757612597144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1165,2,0,7,0,1,1,0,32.0,0,0,0,0,1,3,1387.7631624242847,1,2,15.500074495588771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1165,2,0,7,0,1,1,0,32.0,0,0,0,0,1,3,1387.7631624242847,1,2,15.523757612597144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1310,2,0,7,0,1,1,0,32.0,0,0,0,0,1,3,1387.7631624242847,1,2,15.516790278713772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1205,1,20,7,0,1,1,0,32.0,0,0,0,0,1,3,1387.7631624242847,1,2,15.46331747479686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1250,1,20,7,0,1,1,0,32.0,0,0,0,0,1,3,1387.7631624242847,1,2,15.368630785399812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,145,0,20,7,1,1,0,0,31.0,0,1,0,0,1,3,1387.7631624242847,0,2,14.625627109912262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,145,0,20,7,1,1,0,0,31.0,0,1,0,0,1,3,1387.7631624242847,0,2,14.65402265056001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,145,0,20,7,1,1,0,0,31.0,0,1,0,0,1,3,1387.7631624242847,0,2,14.721097811440837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,145,0,20,7,1,1,1,0,31.0,0,1,0,0,1,3,1387.7631624242847,0,3,14.601517646134695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,145,0,20,7,1,1,0,0,31.0,1,1,0,0,1,3,1387.7631624242847,0,2,14.859605060910225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,145,0,20,7,1,1,0,0,31.0,0,1,0,0,1,3,1387.7631624242847,0,2,14.716444779897738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,145,0,20,7,0,0,0,0,29.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.51220195037874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,145,0,20,7,0,0,0,0,29.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.51220195037874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,140,0,15,7,0,0,0,0,28.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.421901419913526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,140,0,15,7,0,0,0,0,28.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.421901419913526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,140,0,15,7,0,0,0,0,28.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.517370174789066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,140,0,15,7,0,0,0,0,28.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.45583748946084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,140,0,15,7,0,0,0,0,28.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.461985854215008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,140,0,15,7,0,0,0,0,28.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.4636608956059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,140,0,15,7,0,0,0,0,28.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.50600472238705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,140,0,15,7,0,0,0,0,28.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.50600472238705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,700,1,30,7,0,1,1,0,32.0,0,0,0,0,1,3,1387.7631624242847,1,2,15.412430648358722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,640,2,15,7,0,1,1,0,32.0,0,1,0,0,1,3,1387.7631624242847,1,2,15.633116607851704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,135,0,10,7,0,0,0,0,29.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.30015707986194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,135,0,10,7,0,0,0,0,29.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.30015707986194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,140,0,10,7,0,0,0,0,29.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.30015707986194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,135,0,10,7,0,0,0,0,29.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.30015707986194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,135,0,10,7,0,0,0,0,29.0,1,1,0,0,1,3,1387.7631624242847,0,0,14.389649515131769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
